Rk,Squad,Comp,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Season,Rk_against,Comp_against,# Pl_against,Age_against,Poss_against,MP_against,Starts_against,Min_against,90s_against,Gls_against,Ast_against,G+A_against,G-PK_against,PK_against,PKatt_against,CrdY_against,CrdR_against,xG_against,npxG_against,xAG_against,npxG+xAG_against,PrgC_against,PrgP_against,Gls.1_against,Ast.1_against,G+A.1_against,G-PK.1_against,G+A-PK_against,xG.1_against,xAG.1_against,xG+xAG_against,npxG.1_against,npxG+xAG.1_against,Season_against,Squad_Season,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Sh_against,SoT_against,SoT%_against,Sh/90_against,SoT/90_against,G/Sh_against,G/SoT_against,Dist_against,FK_against,npxG/Sh_against,G-xG_against,np:G-xG_against,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Cmp_against,Att_against,Cmp%_against,TotDist_against,PrgDist_against,Cmp.1_against,Att.1_against,Cmp%.1_against,Cmp.2_against,Att.2_against,Cmp%.2_against,Cmp.3_against,Att.3_against,Cmp%.3_against,xA_against,A-xAG_against,KP_against,1/3_against,PPA_against,CrsPA_against,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,Live_against,Dead_against,TB_against,Sw_against,Crs_against,TI_against,CK_against,In_against,Out_against,Str_against,Off_against,Blocks_against,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,SCA_against,SCA90_against,PassLive_against,PassDead_against,TO_against,Fld_against,Def_against,GCA_against,GCA90_against,PassLive.1_against,PassDead.1_against,TO.1_against,Sh.1_against,Fld.1_against,Def.1_against,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Tkl_against,TklW_against,Def 3rd_against,Mid 3rd_against,Att 3rd_against,Tkl.1_against,Tkl%_against,Lost_against,Pass_against,Int_against,Tkl+Int_against,Clr_against,Err_against,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,PrgR,Touches_against,Def Pen_against,Att Pen_against,Succ_against,Succ%_against,Tkld_against,Tkld%_against,Carries_against,CPA_against,Mis_against,Dis_against,Rec_against,PrgR_against,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Mn/MP_against,Min%_against,Mn/Start_against,Compl_against,Subs_against,Mn/Sub_against,unSub_against,PPM_against,onG_against,onGA_against,+/-_against,+/-90_against,onxG_against,onxGA_against,xG+/-_against,xG+/-90_against,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%,2CrdY_against,Fls_against,PKwon_against,PKcon_against,OG_against,Recov_against,Won_against,Won%_against
41,Inter,it Serie A,16,29.4,47.0,1,11,90,1.0,2,2,4,2,0,0,1,0,2.7,2.7,2.4,5.1,23,46,2.0,2.0,4.0,2.0,4.0,2.67,2.42,5.09,2.67,5.09,2024,41,it Serie A,16,28.5,53.0,1,11,90,1.0,0,0,0,0,0,0,1,0,0.8,0.8,0.5,1.2,23,43,0.0,0.0,0.0,0.0,0.0,0.78,0.46,1.24,0.78,1.24,2024,Inter_2024,22,3,13.6,22.0,3.0,0.09,0.67,17.2,1,0.12,-0.7,-0.7,12,2,16.7,12.0,2.0,0.0,0.0,17.8,0,0.06,-0.8,-0.8,448,509,88.0,7722,2716,226,245,92.2,144,159,90.6,58,78,74.4,1.9,-0.4,19,41,9,3,508,567,89.6,9415,2922,200,214,93.5,240,260,92.3,59,72,81.9,0.7,-0.5,9,32,14,3,470,38,5,14,21,9,8,1,5,0,1,6,519,47,0,3,14,15,3,0,3,0,1,9,40,40.0,30,5,0,2,1,4,4.0,4,0,0,0,0,0,20,20.0,19,0,1,0,0,0,0.0,0,0,0,0,0,0,17,13,12,4,1,10,62.5,6,7,9,26,14,0,13,10,10,2,1,8,57.1,6,4,13,26,12,0,604,58,35,6,35.3,8,47.1,377,7,5,5,441,45,655,83,24,6,37.5,10,62.5,395,5,10,7,504,43,90,100,82,6,5,18,7,3.0,2,0,2,2.0,2.7,0.8,1.9,1.89,90,100,82,6,5,18,8,0.0,0,2,-2,-2.0,0.8,2.7,-1.9,-1.89,0,8,0,0,0,40,9,60.0,0,13,0,0,0,27,6,40.0
42,Juventus,it Serie A,16,26.9,51.0,1,11,90,1.0,3,2,5,2,1,1,3,0,1.8,1.1,1.0,2.1,18,19,3.0,2.0,5.0,2.0,4.0,1.81,1.01,2.83,1.06,2.07,2024,42,it Serie A,16,26.6,49.0,1,11,90,1.0,0,0,0,0,0,0,1,0,1.0,1.0,0.8,1.8,32,40,0.0,0.0,0.0,0.0,0.0,0.98,0.83,1.81,0.98,1.81,2024,Juventus_2024,8,3,37.5,8.0,3.0,0.25,0.67,17.0,0,0.13,1.2,0.9,18,5,27.8,18.0,5.0,0.0,0.0,22.8,1,0.06,-1.0,-1.0,411,503,81.7,6766,2308,203,231,87.9,161,179,89.9,35,65,53.8,0.7,1.0,7,19,5,2,406,479,84.8,7283,2308,166,180,92.2,179,198,90.4,46,72,63.9,0.9,-0.8,14,40,9,3,458,41,2,3,8,9,3,0,2,0,4,7,430,46,1,5,24,17,7,5,0,0,3,6,14,14.0,12,1,0,0,1,4,4.0,4,0,0,0,0,0,34,34.0,28,1,1,1,0,0,0.0,0,0,0,0,0,0,21,14,11,9,1,13,65.0,7,4,5,26,21,0,11,6,6,1,4,5,35.7,9,7,7,18,10,2,606,84,20,9,47.4,5,26.3,361,6,10,6,405,19,577,39,19,7,31.8,13,59.1,405,5,17,8,405,40,90,100,78,6,5,26,9,3.0,3,0,3,3.0,1.8,1.0,0.8,0.83,90,100,78,6,5,26,10,0.0,0,3,-3,-3.0,1.0,1.8,-0.8,-0.83,0,10,0,0,0,42,9,56.3,0,12,0,1,0,50,7,43.8
43,Köln,de Bundesliga,15,26.5,34.0,1,11,90,1.0,0,0,0,0,0,0,0,0,1.2,1.2,1.2,2.5,27,34,0.0,0.0,0.0,0.0,0.0,1.24,1.24,2.49,1.24,2.49,2024,43,de Bundesliga,15,28.0,66.0,1,11,90,1.0,1,1,2,1,0,0,1,0,1.8,1.8,1.7,3.5,16,68,1.0,1.0,2.0,1.0,2.0,1.75,1.7,3.45,1.75,3.45,2024,Köln_2024,11,4,36.4,11.0,4.0,0.0,0.0,16.5,0,0.11,-1.2,-1.2,13,2,15.4,13.0,2.0,0.08,0.5,12.5,0,0.16,-0.8,-0.8,288,390,73.8,4869,2034,122,150,81.3,126,158,79.7,25,50,50.0,2.0,-1.2,11,24,10,2,649,746,87.0,11871,3663,262,288,91.0,307,338,90.8,65,81,80.2,0.9,-0.7,11,48,4,1,338,50,2,2,20,24,3,1,2,0,2,10,698,47,1,5,18,20,6,1,5,0,1,14,21,21.0,19,1,0,1,0,0,0.0,0,0,0,0,0,0,20,20.0,7,6,1,1,0,1,1.0,0,0,0,1,0,0,20,14,14,4,2,13,52.0,12,13,12,32,23,0,11,8,4,6,1,5,41.7,7,8,10,21,16,0,510,63,29,7,53.8,5,38.5,258,6,12,6,285,34,862,65,22,12,48.0,13,52.0,628,6,22,7,645,68,90,100,82,7,4,23,5,0.0,0,1,-1,-1.0,1.2,1.8,-0.5,-0.51,90,100,82,7,4,23,4,3.0,1,0,1,1.0,1.8,1.2,0.5,0.51,0,11,0,0,0,48,14,48.3,0,13,0,0,0,58,15,51.7
44,Las Palmas,es La Liga,18,27.5,64.5,2,22,180,2.0,1,0,1,0,1,1,3,0,1.5,0.7,0.5,1.2,22,72,0.5,0.0,0.5,0.0,0.0,0.73,0.26,0.99,0.33,0.59,2024,44,es La Liga,18,26.8,35.5,2,22,180,2.0,2,1,3,1,1,2,2,0,3.1,1.6,1.6,3.2,24,47,1.0,0.5,1.5,0.5,1.0,1.54,0.78,2.33,0.81,1.59,2024,Las Palmas_2024,11,2,18.2,5.5,1.0,0.0,0.0,25.8,1,0.06,-0.5,-0.7,18,5,27.8,9.0,2.5,0.06,0.2,18.6,0,0.09,-1.1,-0.6,1091,1277,85.4,16339,5534,630,676,93.2,381,425,89.6,50,109,45.9,0.6,-0.5,8,63,10,1,519,713,72.8,10036,3724,207,248,83.5,223,271,82.3,70,149,47.0,1.3,-0.6,15,39,9,2,1160,115,2,3,14,48,7,1,1,0,2,14,621,84,5,11,37,46,12,5,5,0,8,9,22,11.0,19,0,1,2,0,2,1.0,1,0,0,0,1,0,37,18.5,24,7,1,1,2,2,1.0,1,1,0,0,0,0,33,18,14,15,4,11,42.3,15,8,16,49,34,0,41,25,18,20,3,21,46.7,24,11,24,65,16,0,1477,110,17,24,49.0,21,42.9,965,5,26,20,1081,71,895,81,30,15,53.6,11,39.3,478,6,24,22,514,46,90,100,80,14,8,27,16,0.5,1,2,-1,-0.5,1.5,3.1,-1.6,-0.82,90,100,80,14,8,27,13,2.0,2,1,1,0.5,3.1,1.5,1.6,0.82,0,17,1,2,0,82,25,50.0,0,34,1,1,0,101,25,50.0
45,Lazio,it Serie A,16,29.7,52.0,1,11,90,1.0,1,1,2,1,0,0,2,0,1.6,1.6,1.6,3.2,15,45,1.0,1.0,2.0,1.0,2.0,1.58,1.58,3.16,1.58,3.16,2024,45,it Serie A,16,24.7,48.0,1,11,90,1.0,2,2,4,2,0,0,3,0,1.4,1.4,1.2,2.7,26,47,2.0,2.0,4.0,2.0,4.0,1.44,1.24,2.69,1.44,2.69,2024,Lazio_2024,10,4,40.0,10.0,4.0,0.1,0.25,18.1,1,0.16,-0.6,-0.6,23,7,30.4,23.0,7.0,0.09,0.29,20.4,1,0.06,0.6,0.6,455,541,84.1,6917,2691,247,271,91.1,167,192,87.0,27,51,52.9,1.2,-0.6,10,26,8,0,419,501,83.6,7307,2342,180,200,90.0,190,213,89.2,35,58,60.3,0.8,0.8,18,25,10,3,500,40,7,2,8,12,2,1,1,0,1,10,448,51,0,3,16,19,5,1,0,0,2,8,18,18.0,14,1,2,0,0,2,2.0,2,0,0,0,0,0,42,42.0,33,3,1,1,1,4,4.0,4,0,0,0,0,0,21,12,13,7,1,13,43.3,17,6,10,31,22,1,8,3,2,5,1,3,37.5,5,11,8,16,13,0,652,73,15,5,45.5,3,27.3,315,2,13,5,449,44,615,59,31,17,51.5,13,39.4,411,9,15,8,416,47,90,100,80,6,5,23,7,0.0,1,2,-1,-1.0,1.6,1.4,0.1,0.14,90,100,80,6,5,23,10,3.0,2,1,1,1.0,1.4,1.6,-0.1,-0.14,0,16,0,0,0,47,8,50.0,0,12,0,0,0,51,8,50.0
46,Le Havre,fr Ligue 1,18,25.8,49.0,2,22,180,2.0,3,3,6,3,0,0,2,0,2.2,2.2,2.1,4.3,35,85,1.5,1.5,3.0,1.5,3.0,1.11,1.04,2.15,1.11,2.15,2024,46,fr Ligue 1,18,27.6,51.0,2,22,180,2.0,4,4,8,4,0,0,3,0,2.7,2.7,2.2,4.9,30,67,2.0,2.0,4.0,2.0,4.0,1.35,1.1,2.45,1.35,2.45,2024,Le Havre_2024,30,11,36.7,15.0,5.5,0.1,0.27,19.2,0,0.08,0.8,0.8,24,10,41.7,12.0,5.0,0.17,0.4,15.2,1,0.11,1.3,1.3,673,900,74.8,11727,4637,291,357,81.5,295,367,80.4,59,125,47.2,2.0,0.9,27,50,16,3,714,935,76.4,14323,5361,262,305,85.9,328,394,83.2,104,186,55.9,2.2,1.8,16,52,12,4,796,100,0,1,26,42,7,4,2,0,4,21,817,111,3,4,34,42,7,2,4,0,7,14,55,27.5,39,6,2,1,3,5,2.5,3,0,1,1,0,0,41,20.5,24,6,1,6,2,7,3.5,5,1,1,0,0,0,27,19,15,10,2,17,54.8,14,12,15,42,33,1,40,24,19,17,4,25,46.3,29,18,17,57,35,0,1129,113,46,29,50.0,25,43.1,756,7,34,15,662,84,1170,129,31,14,41.2,17,50.0,790,5,46,10,704,66,90,100,79,12,10,23,8,0.5,3,4,-1,-0.5,2.2,2.7,-0.5,-0.24,90,100,79,12,10,23,8,2.0,4,3,1,0.5,2.7,2.2,0.5,0.24,0,30,0,0,0,124,44,53.0,0,23,0,0,0,116,39,47.0
47,Lecce,it Serie A,16,24.7,48.0,1,11,90,1.0,2,2,4,2,0,0,3,0,1.4,1.4,1.2,2.7,26,47,2.0,2.0,4.0,2.0,4.0,1.44,1.24,2.69,1.44,2.69,2024,47,it Serie A,16,29.7,52.0,1,11,90,1.0,1,1,2,1,0,0,2,0,1.6,1.6,1.6,3.2,15,45,1.0,1.0,2.0,1.0,2.0,1.58,1.58,3.16,1.58,3.16,2024,Lecce_2024,23,7,30.4,23.0,7.0,0.09,0.29,20.4,1,0.06,0.6,0.6,10,4,40.0,10.0,4.0,0.1,0.25,18.1,1,0.16,-0.6,-0.6,419,501,83.6,7307,2342,180,200,90.0,190,213,89.2,35,58,60.3,0.8,0.8,18,25,10,3,455,541,84.1,6917,2691,247,271,91.1,167,192,87.0,27,51,52.9,1.2,-0.6,10,26,8,0,448,51,0,3,16,19,5,1,0,0,2,8,500,40,7,2,8,12,2,1,1,0,1,10,42,42.0,33,3,1,1,1,4,4.0,4,0,0,0,0,0,18,18.0,14,1,2,0,0,2,2.0,2,0,0,0,0,0,8,3,2,5,1,3,37.5,5,11,8,16,13,0,21,12,13,7,1,13,43.3,17,6,10,31,22,1,615,59,31,17,51.5,13,39.4,411,9,15,8,416,47,652,73,15,5,45.5,3,27.3,315,2,13,5,449,44,90,100,81,6,5,20,10,3.0,2,1,1,1.0,1.4,1.6,-0.1,-0.14,90,100,81,6,5,20,7,0.0,1,2,-1,-1.0,1.6,1.4,0.1,0.14,0,12,0,0,0,51,8,50.0,0,16,0,0,0,47,8,50.0
48,Lens,fr Ligue 1,17,27.1,51.0,2,22,180,2.0,3,2,5,3,0,0,5,1,1.7,1.7,1.4,3.1,36,92,1.5,1.0,2.5,1.5,2.5,0.84,0.72,1.56,0.84,1.56,2024,48,fr Ligue 1,17,26.2,49.0,2,22,180,2.0,4,0,4,1,3,3,3,0,4.0,1.6,0.7,2.3,30,67,2.0,0.0,2.0,0.5,0.5,1.98,0.37,2.35,0.79,1.16,2024,Lens_2024,23,6,26.1,11.5,3.0,0.13,0.5,17.2,2,0.07,1.3,1.3,22,10,45.5,11.0,5.0,0.05,0.1,20.7,1,0.07,0.0,-0.6,765,979,78.1,13381,4733,342,407,84.0,304,358,84.9,79,139,56.8,1.5,0.6,18,73,16,8,757,942,80.4,14300,4869,277,326,85.0,357,407,87.7,91,149,61.1,0.9,-0.7,14,60,12,2,876,98,2,7,52,40,19,8,9,0,5,27,842,99,1,2,30,41,6,6,0,0,1,23,42,21.0,34,3,1,3,0,5,2.5,3,1,0,1,0,0,43,21.5,29,2,2,5,2,7,3.5,4,0,0,0,3,0,37,17,14,18,5,20,57.1,15,22,8,45,25,1,33,18,15,7,11,12,50.0,12,21,17,50,50,0,1205,104,44,12,42.9,12,42.9,839,8,33,21,754,91,1203,154,36,15,38.5,20,51.3,847,5,41,17,749,65,90,100,82,12,10,16,8,0.5,3,4,-1,-0.5,1.7,4.0,-2.3,-1.14,90,100,82,12,10,16,9,2.0,4,3,1,0.5,4.0,1.7,2.3,1.14,0,30,0,3,0,116,32,54.2,0,23,3,0,0,103,27,45.8
49,Leverkusen,de Bundesliga,15,26.4,44.0,1,11,90,1.0,3,3,6,3,0,0,1,0,1.4,1.4,1.3,2.7,29,26,3.0,3.0,6.0,3.0,6.0,1.41,1.26,2.67,1.41,2.67,2024,49,de Bundesliga,15,26.2,56.0,1,11,90,1.0,2,2,4,2,0,0,2,0,1.6,1.6,1.2,2.8,21,41,2.0,2.0,4.0,2.0,4.0,1.58,1.23,2.81,1.58,2.81,2024,Leverkusen_2024,11,7,63.6,11.0,7.0,0.27,0.43,19.0,0,0.13,1.6,1.6,14,6,42.9,14.0,6.0,0.14,0.33,15.5,0,0.11,0.4,0.4,380,475,80.0,6130,2150,191,214,89.3,144,177,81.4,28,52,53.8,1.5,1.7,8,31,8,3,509,599,85.0,8967,2911,217,241,90.0,252,278,90.6,36,64,56.3,1.5,0.8,11,29,8,2,438,35,1,3,15,12,4,3,0,0,2,8,546,53,1,3,13,23,5,3,2,0,0,12,18,18.0,12,1,4,0,0,6,6.0,4,1,0,1,0,0,22,22.0,17,3,1,0,0,3,3.0,1,2,0,0,0,0,15,11,5,6,4,8,47.1,9,10,8,23,15,0,16,9,9,7,0,9,45.0,11,7,8,24,12,0,574,47,14,11,50.0,9,40.9,307,3,9,7,375,26,691,71,18,9,47.4,8,42.1,515,3,13,7,503,41,90,100,87,7,4,8,5,3.0,3,2,1,1.0,1.4,1.6,-0.2,-0.17,90,100,87,7,4,8,4,0.0,2,3,-1,-1.0,1.6,1.4,0.2,0.17,0,13,0,0,0,61,12,48.0,0,10,0,0,0,47,13,52.0
50,Lille,fr Ligue 1,18,25.4,62.0,2,22,180,2.0,3,2,5,3,0,0,2,1,3.6,3.6,2.6,6.2,46,97,1.5,1.0,2.5,1.5,2.5,1.79,1.32,3.11,1.79,3.11,2024,50,fr Ligue 1,18,26.8,38.0,2,22,180,2.0,1,1,2,1,0,0,5,0,2.2,2.2,1.9,4.1,41,44,0.5,0.5,1.0,0.5,1.0,1.11,0.93,2.04,1.11,2.04,2024,Lille_2024,30,12,40.0,15.0,6.0,0.1,0.25,15.9,2,0.13,-0.6,-0.6,22,7,31.8,11.0,3.5,0.05,0.14,20.4,4,0.1,-1.2,-1.2,1044,1214,86.0,16726,5255,526,570,92.3,411,469,87.6,67,119,56.3,3.2,-0.6,23,103,20,2,602,755,79.7,11224,4404,228,256,89.1,305,348,87.6,56,112,50.0,1.1,-0.9,14,28,10,2,1119,94,6,6,41,35,10,5,3,0,1,16,675,70,2,1,26,27,8,3,2,0,10,11,48,24.0,28,3,7,3,3,4,2.0,2,1,0,1,0,0,42,21.0,26,4,6,4,0,2,1.0,2,0,0,0,0,0,37,23,9,20,8,22,42.3,30,7,14,51,22,0,31,23,18,13,0,16,40.0,24,13,13,44,41,0,1409,94,52,24,54.5,16,36.4,1105,12,24,15,1031,96,968,168,35,30,56.6,22,41.5,692,11,30,15,596,44,90,100,84,12,9,14,9,2.0,3,1,2,1.0,3.6,2.2,1.3,0.67,90,100,84,12,9,14,9,0.5,1,3,-2,-1.0,2.2,3.6,-1.3,-0.67,0,17,0,0,0,109,14,46.7,0,28,0,0,0,102,16,53.3
51,Liverpool,eng Premier League,18,27.0,49.5,2,22,180,2.0,4,1,5,4,0,1,4,1,4.3,3.4,2.1,5.5,42,74,2.0,0.5,2.5,2.0,2.5,2.16,1.05,3.21,1.68,2.73,2024,51,eng Premier League,18,25.4,50.5,2,22,180,2.0,2,2,4,2,0,0,6,0,2.6,2.6,2.1,4.7,39,92,1.0,1.0,2.0,1.0,2.0,1.32,1.04,2.35,1.32,2.35,2024,Liverpool_2024,38,10,26.3,19.0,5.0,0.11,0.4,17.2,1,0.09,-0.3,0.6,23,9,39.1,11.5,4.5,0.09,0.22,16.9,2,0.12,-0.6,-0.6,856,1051,81.4,14629,5594,379,429,88.3,365,413,88.4,81,147,55.1,1.8,-1.1,25,55,18,2,904,1118,80.9,14944,5326,457,511,89.4,342,402,85.1,75,129,58.1,1.7,-0.1,17,67,19,5,957,89,5,11,28,29,14,5,7,0,5,21,1013,99,5,3,36,44,6,2,1,0,6,33,64,32.0,42,7,4,2,1,6,3.0,3,0,1,2,0,0,40,20.0,26,2,4,3,3,3,1.5,3,0,0,0,0,0,34,20,16,15,3,13,36.1,23,30,21,55,54,1,31,20,14,14,3,17,38.6,27,20,21,52,45,0,1308,144,60,27,57.4,17,36.2,715,12,33,14,851,73,1362,139,52,23,52.3,13,29.5,859,14,37,21,896,91,90,100,82,12,9,16,9,2.0,4,2,2,1.0,4.3,2.6,1.7,0.84,90,100,82,12,9,16,9,0.5,2,4,-2,-1.0,2.6,4.3,-1.7,-0.84,0,24,1,0,0,120,25,53.2,0,18,0,1,0,124,22,46.8
52,Lorient,fr Ligue 1,17,26.2,31.5,2,22,180,2.0,1,1,2,1,0,0,1,0,1.0,1.0,0.7,1.7,21,38,0.5,0.5,1.0,0.5,1.0,0.48,0.35,0.83,0.48,0.83,2024,52,fr Ligue 1,17,25.6,68.5,2,22,180,2.0,1,0,1,1,0,0,1,0,3.0,3.0,2.3,5.3,51,116,0.5,0.0,0.5,0.5,0.5,1.49,1.16,2.65,1.49,2.65,2024,Lorient_2024,13,2,15.4,6.5,1.0,0.08,0.5,22.0,0,0.07,0.0,0.0,41,12,29.3,20.5,6.0,0.02,0.08,18.4,2,0.07,-2.0,-2.0,647,786,82.3,10668,3740,323,351,92.0,261,298,87.6,43,93,46.2,0.6,0.3,8,34,8,1,1605,1757,91.3,24979,6645,808,847,95.4,653,695,94.0,83,118,70.3,3.9,-2.3,32,185,28,12,720,63,2,2,8,18,2,0,1,0,3,17,1691,65,0,7,56,24,18,8,6,0,1,24,17,8.5,12,0,2,0,2,1,0.5,1,0,0,0,0,0,73,36.5,60,2,4,2,2,2,1.0,2,0,0,0,0,0,34,18,26,8,0,16,47.1,18,19,22,56,59,0,25,19,5,11,9,11,47.8,12,17,17,42,8,1,1024,186,19,12,50.0,11,45.8,723,4,28,14,638,38,1957,64,73,18,45.0,16,40.0,1665,17,30,18,1590,115,90,100,81,14,8,24,10,1.0,1,1,0,0.0,1.0,3.0,-2.0,-1.0,90,100,81,14,8,24,10,1.0,1,1,0,0.0,3.0,1.0,2.0,1.0,0,14,0,0,0,100,22,52.4,0,18,0,0,0,125,20,47.6
53,Luton Town,eng Premier League,16,27.1,30.0,1,11,90,1.0,1,0,1,0,1,1,2,0,1.5,0.7,0.7,1.3,13,27,1.0,0.0,1.0,0.0,0.0,1.46,0.66,2.12,0.67,1.33,2024,53,eng Premier League,16,28.7,70.0,1,11,90,1.0,4,2,6,3,1,1,2,0,4.0,3.2,2.9,6.1,29,64,4.0,2.0,6.0,3.0,5.0,4.0,2.93,6.93,3.21,6.14,2024,Luton Town_2024,8,2,25.0,8.0,2.0,0.0,0.0,16.6,0,0.09,-0.5,-0.7,26,11,42.3,26.0,11.0,0.12,0.27,17.0,0,0.12,0.0,-0.2,189,276,68.5,4180,2101,75,94,79.8,73,89,82.0,40,79,50.6,1.1,-0.7,7,17,6,3,579,651,88.9,9392,3379,293,312,93.9,234,249,94.0,35,58,60.3,2.9,-0.9,23,40,17,5,228,45,0,4,22,11,7,1,6,0,3,6,603,46,1,2,23,16,6,1,2,0,2,7,16,16.0,12,2,0,0,1,1,1.0,1,0,0,0,0,0,48,48.0,36,5,2,3,0,6,6.0,5,0,0,0,1,0,17,12,9,6,2,9,60.0,6,5,9,26,28,2,13,10,5,6,2,7,87.5,1,6,4,17,14,0,395,87,19,1,9.1,7,63.6,189,5,13,6,187,27,769,73,49,6,31.6,9,47.4,557,11,19,8,574,64,90,100,83,6,5,15,4,0.0,1,4,-3,-3.0,1.5,4.0,-2.5,-2.54,90,100,83,6,5,15,4,3.0,4,1,3,3.0,4.0,1.5,2.5,2.54,0,12,0,1,0,41,21,63.6,0,11,1,1,0,50,12,36.4
54,Lyon,fr Ligue 1,15,25.4,63.5,2,22,180,2.0,2,2,4,2,0,0,6,1,2.1,2.1,1.7,3.8,54,123,1.0,1.0,2.0,1.0,2.0,1.04,0.87,1.91,1.04,1.91,2024,54,fr Ligue 1,15,27.1,36.5,2,22,180,2.0,6,3,9,6,0,0,3,0,4.2,4.2,3.3,7.5,31,48,3.0,1.5,4.5,3.0,4.5,2.1,1.64,3.74,2.1,3.74,2024,Lyon_2024,30,10,33.3,15.0,5.0,0.07,0.2,17.9,2,0.07,-0.1,-0.1,22,10,45.5,11.0,5.0,0.27,0.6,20.0,2,0.19,1.8,1.8,1017,1192,85.3,17850,6205,438,491,89.2,463,518,89.4,84,130,64.6,2.6,0.3,22,90,24,4,504,675,74.7,9404,4237,201,243,82.7,216,254,85.0,63,134,47.0,1.1,-0.3,14,40,5,0,1095,93,3,15,34,39,12,2,7,0,4,23,577,91,1,3,20,29,3,2,1,0,7,14,48,24.0,33,4,1,3,0,4,2.0,4,0,0,0,0,0,37,18.5,25,1,7,3,0,9,4.5,5,0,3,0,1,0,36,19,9,18,9,15,38.5,24,13,14,50,21,1,42,30,28,11,3,27,48.2,29,18,22,64,40,0,1399,104,65,29,49.2,27,45.8,1089,20,30,15,1005,122,889,150,27,24,54.5,15,34.1,591,12,26,21,497,47,90,100,83,16,5,28,12,0.0,2,6,-4,-2.0,2.1,4.2,-2.1,-1.05,90,100,83,16,5,28,9,3.0,6,2,4,2.0,4.2,2.1,2.1,1.05,0,31,0,0,0,100,24,66.7,0,17,0,0,0,102,12,33.3
55,M'Gladbach,de Bundesliga,16,25.4,44.0,1,11,90,1.0,4,3,7,3,1,1,2,0,1.7,0.9,0.9,1.9,19,23,4.0,3.0,7.0,3.0,6.0,1.72,0.93,2.65,0.93,1.86,2024,55,de Bundesliga,16,25.4,56.0,1,11,90,1.0,4,3,7,3,1,1,1,0,2.3,1.5,1.4,2.9,17,44,4.0,3.0,7.0,3.0,6.0,2.28,1.41,3.68,1.49,2.9,2024,M'Gladbach_2024,9,4,44.4,9.0,4.0,0.33,0.75,17.0,0,0.1,2.3,2.1,19,6,31.6,19.0,6.0,0.16,0.5,19.1,1,0.08,1.7,1.5,305,406,75.1,5666,2153,143,167,85.6,124,150,82.7,36,79,45.6,0.6,2.1,9,25,7,3,423,524,80.7,7014,2777,205,220,93.2,173,207,83.6,29,57,50.9,1.9,1.6,17,30,12,3,360,45,1,1,19,12,7,4,3,0,1,5,473,47,2,2,23,16,8,6,1,0,4,12,18,18.0,12,2,2,1,0,7,7.0,5,1,0,0,1,0,36,36.0,32,1,1,2,0,7,7.0,6,0,0,0,1,0,10,6,3,6,1,5,71.4,2,12,7,17,19,0,13,6,6,5,2,6,46.2,7,4,12,25,11,0,506,72,21,7,43.8,6,37.5,304,9,13,7,304,23,620,61,26,2,28.6,5,71.4,433,2,16,5,417,43,90,100,86,6,5,9,4,1.0,4,4,0,0.0,1.7,2.3,-0.6,-0.55,90,100,86,6,5,9,5,1.0,4,4,0,0.0,2.3,1.7,0.6,0.55,0,13,1,1,0,46,15,40.5,0,9,1,1,0,58,22,59.5
