player,position,team,age,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Aymeric Laporte,MF,Manchester City,31.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-6.6000000000000005,0.0,0,0,0.0,0,0.0,0,0,0,0.0,1.3199999999999998,0.0,0.0,0.0,0.0,0.57,0,0,0,0,0,0,0,0,0,0,0.0,2
Yasser Larouci,,Sheffield Utd,,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,16,-23.799999999999997,120,34,8,9,-8.299999999999997,2,3,-25.0,0,2,-66.7,0.0,0.0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,2,1,1.61,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,1,1,0,1,1,100.0,0,1,0,1,2,4,1,0,28,6,13,11,5,1,28,3,1,33.3,2,66.7,14,127,88,0,1,0,0,14,17,18.900000000000002,0.0,0,1,17.0,0,0.0,1,1,0,0.0,0.31000000000000005,0.5,0.6000000000000001,-0.09999999999999998,1.01,1.06,0,0,0,0,0,0,0,2,0,2,0.0,2
Mario Lemina,,Wolves,,1,90,1.0,0,0,0,0,0,0,0,0,0.7000000000000001,0.7000000000000001,0.0,0.7000000000000001,0,1,0,0.0,0.0,0.0,0.0,0.0,0.29000000000000004,0.0,0.29000000000000004,0.29000000000000004,0.29000000000000004,,2,0,0.0,-0.5,0.0,0.0,0.0,-4.800000000000001,0,0.13,-0.7000000000000001,-0.7000000000000001,38,46,0.7999999999999972,462,92,27,29,-1.7000000000000028,10,11,7.5,0,2,-26.700000000000003,0.0,0.0,0,1,0,0,42,2,2,0,0,1,0,0,0,0,0,2,1,1,-1.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,3,2,0,3,0,1,2,50.0,1,2,1,1,1,4,1,0,59,5,19,34,8,1,59,3,2,-25.0,1,25.0,34,125,28,2,0,2,1,36,0,0.0,0.0,1,0,0.0,0,0.0,1,4,-3,-1.0,0.0,2.0999999999999996,2.2,-0.1,-0.08,0.0,0,2,0,0,0,0,0,7,1,1,50.0,2
Bernd Leno,DF,Fulham,23.0,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,40,55,-6.400000000000006,1069,687,8,8,0.0,22,23,-1.5999999999999943,10,24,2.0,0.0,0.0,0,1,0,0,49,6,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,58,40,58,0,0,0,58,0,0,0.0,0,0.0,43,203,79,0,0,0,0,37,0,0.0,0.0,1,0,0.0,0,-1.5,0,3,-3,-2.0,0.0,0.5,3.7,-3.2,-0.99,0.0,0,0,1,0,0,0,0,3,0,0,0.0,2
Jefferson Lerma,,Crystal Palace,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,2,2,0.0,0.0,0.0,0.0,0.0,-0.01,0.08,0.06999999999999999,-0.01,0.06999999999999999,,0,0,0.0,-0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,39,45,2.700000000000003,605,106,23,25,1.5999999999999943,13,16,0.7999999999999972,3,3,30.0,0.2,-0.2,2,3,1,0,45,0,0,0,0,1,0,0,0,0,0,0,1,2,-1.5,2,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0,0,0,0,2,3,4,0,53,5,16,21,16,2,53,0,0,0.0,0,0.0,26,101,53,0,0,0,0,39,0,0.0,0.0,1,0,0.0,0,-1.5,0,1,-1,-1.0,0.0,1.0,2.0,-0.9999999999999999,-1.1900000000000002,0.0,0,1,0,0,0,0,0,1,1,2,-11.0,2
Rico Lewis,MF,Manchester City,27.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-43.400000000000006,0.0,0,0,0.0,1,0.0,0,0,0,0.0,-0.8799999999999999,0.0,0.0,0.0,0.0,-0.11999999999999988,0,0,0,0,0,0,0,0,0,0,0.0,2
Victor Lindelof,,Manchester Utd,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-25.0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,1.33,0.0,0.0,0.0,0.0,0.30000000000000004,0,0,0,0,0,0,0,0,0,0,0.0,2
Tom Lockyer,,Luton Town,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2
Sean Longstaff,,Newcastle Utd,,0,34,0.30000000000000004,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,15,14.700000000000003,206,89,5,7,-25.0,3,3,75.0,2,3,66.7,0.0,0.0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,0,3,0,3,4,75.0,1,0,0,0,0,3,0,0,21,0,3,16,2,0,21,1,0,0.0,1,100.0,14,42,8,0,0,2,0,14,14,15.5,0.0,0,1,14.0,0,-1.5,0,0,0,-12.75,-10.829999999999998,0.09999999999999998,0.5,-0.4,-4.04,-3.25,0,0,1,0,0,0,0,2,0,0,0.0,2
Max Lowe,,Sheffield Utd,,1,45,0.4999999999999999,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,-0.01,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,6,-8.400000000000006,50,34,0,1,-5.200000000000003,1,2,-8.599999999999994,1,1,100.0,0.0,0.0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,-0.4099999999999999,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,11,1,3,5,3,1,11,0,0,0.0,0,0.0,5,13,7,0,0,2,0,6,-17,-18.89999999999999,-17.0,0,0,0.0,0,0.0,0,1,-1,-0.31000000000000005,-0.31000000000000005,0.0,0.8,-0.7,-0.05999999999999983,-1.06,0,2,0,0,0,0,0,0,1,4,20.0,2
Douglas Luiz,MF,Aston Villa,26.0,1,63,0.7,1,0,1,0,1,1,1,0,0.8,0.0,0.1,0.10000000000000003,2,4,0,0.59,0.0,0.59,0.0,0.0,0.37999999999999995,0.0,0.37999999999999995,-0.08,-0.07999999999999999,2023.0,0,0,0.0,-1.65,-0.41000000000000003,0.0,0.0,3.3000000000000007,0,0.0,0.2,0.0,41,43,2.1000000000000085,759,182,16,17,1.4000000000000057,18,19,0.29999999999999716,5,5,9.599999999999994,0.1,-0.1,1,4,0,0,35,8,3,0,1,0,0,5,0,0,0,0,0,3,-0.71,2,1,0,0,0,0,0,-0.41000000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,2,0,50,4,12,27,11,2,49,1,1,0.0,0,0.0,27,146,62,1,0,0,0,32,-13,-15.0,-13.0,0,0,0.0,0,1.5,3,0,3,3.41,-3.92,2.3,0.6000000000000001,1.7000000000000002,1.6600000000000001,-1.84,0,1,1,0,0,0,0,2,0,1,0.0,2
Sasa Lukic,,Fulham,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,2,0.0,0.0,0.0,0.0,0.0,-0.01,-0.020000000000000004,-0.04000000000000001,-0.01,-0.04000000000000001,,0,0,0.0,-0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,55,59,1.7000000000000028,920,195,20,22,1.0999999999999943,31,32,-0.09999999999999432,1,2,-8.599999999999994,0.1,0.0,1,4,1,0,57,2,2,1,0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,2,-66.7,2,0,0,0,0,1,1,0,64,1,8,42,15,2,64,3,3,100.0,0,0.0,49,287,159,3,0,1,0,54,0,0.0,0.0,1,0,0.0,0,-1.5,0,3,-3,-2.0,0.0,0.5,3.7,-3.2,-0.99,0.0,0,2,4,0,0,0,0,2,1,0,100.0,2
Ian Maatsen,,Chelsea,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-5.5,0.0,0,0,0.0,1,0.0,0,0,0,0.0,1.06,0.0,0.0,0.0,0.0,-0.29000000000000004,0,0,0,0,0,0,0,0,0,0,0.0,2
Alexis Mac Allister,,Liverpool,,1,57,0.6000000000000001,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,-0.01,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,40,50,-4.200000000000003,704,183,17,22,-9.299999999999997,19,21,-0.3999999999999915,4,6,-2.200000000000003,0.09999999999999998,0.0,0,2,1,0,50,0,0,1,0,0,0,0,0,0,0,0,2,2,0.4500000000000002,2,0,0,0,0,0,0,-0.39,0,0,0,0,0,0,2,1,1,1,0,1,2,0.0,1,1,0,1,0,2,2,0,60,1,10,41,9,0,60,3,2,0.0,1,16.7,37,135,61,0,0,0,0,43,-16,-18.299999999999997,-16.0,0,0,0.0,0,1.0,2,1,1,0.61,-2.12,2.5,0.10000000000000009,2.3000000000000003,1.4400000000000002,2.78,0,1,2,0,0,0,0,6,2,0,100.0,2
James Maddison,,Tottenham,,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.09999999999999998,0.19999999999999996,2,10,4,0.0,-1.0,-1.0,0.0,-1.0,0.01999999999999999,-0.41000000000000003,-0.39,0.01999999999999999,-0.39,,2,1,0.0,0.0,0.0,0.0,0.0,-3.5,0,0.0,-0.1,-0.1,39,52,-0.8999999999999915,813,257,15,17,-3.0,15,21,-3.299999999999997,8,12,17.2,0.29999999999999993,-0.10000000000000009,2,4,3,0,45,7,2,1,2,8,0,5,2,3,0,0,1,6,-1.0,2,2,1,1,0,0,0,-1.5,0,0,0,0,0,0,2,0,0,1,1,2,3,-25.0,1,0,0,0,0,2,0,0,59,0,8,20,31,6,59,2,2,50.0,0,-25.0,31,208,125,2,1,0,2,41,0,0.0,0.0,1,0,0.0,0,1.0,2,0,2,1.0,0.0,1.7,2.0999999999999996,-0.4,0.30999999999999994,0.0,0,0,1,0,0,0,0,3,0,1,-16.700000000000003,2
Orel Mangala,,Nott'ham Forest,,1,68,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,-0.01,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,19,24,1.5,306,45,10,12,7.5,7,8,-9.099999999999994,2,3,-25.0,0.0,0.0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1399999999999999,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,2,2,1,1,3,3,0.0,0,1,0,1,2,6,0,0,34,1,8,20,6,0,34,0,0,0.0,0,0.0,15,70,21,1,0,0,1,19,-10,-11.700000000000003,-10.0,0,0,0.0,0,1.5,1,1,0,0.44000000000000006,-3.4800000000000004,1.0000000000000002,0.30000000000000004,0.9,0.3,-5.25,0,1,0,0,0,0,0,0,0,0,0.0,2
Benson Manuel,,Burnley,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2
Solly March,,Brighton,,1,90,1.0,2,0,2,2,0,0,0,0,0.9,0.9,0.1,0.9999999999999999,2,1,4,0.42999999999999994,0.0,0.42999999999999994,0.42999999999999994,0.42999999999999994,0.20999999999999996,0.010000000000000009,0.22999999999999998,0.20999999999999996,0.22999999999999998,,5,4,8.299999999999997,0.7199999999999998,0.8399999999999999,0.04999999999999999,0.0,-1.0999999999999996,0,0.03,1.1,1.1,18,25,0.6000000000000085,276,54,10,11,8.599999999999994,5,8,-12.0,2,4,-4.399999999999999,0.2,-0.1,1,1,0,0,23,2,0,1,0,4,0,2,1,0,0,0,1,3,-1.0599999999999996,1,0,2,0,0,0,0,0.0,0,0,0,0,0,0,4,3,3,1,0,1,2,-33.3,1,1,0,1,4,8,3,0,47,3,15,15,17,5,47,4,2,4.399999999999999,2,4.399999999999999,23,170,83,1,1,2,1,24,9,9.5,9.0,1,0,0.0,0,0.0,4,1,3,0.2899999999999996,0.30000000000000027,2.2,2.1,0.10000000000000009,-1.2,-1.19,0,1,1,2,0,0,0,9,0,2,-25.0,2
Martinelli,,Arsenal,,1,69,0.7999999999999999,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.09999999999999998,4,2,10,0.0,-0.4800000000000001,-0.4800000000000001,0.0,-0.4800000000000001,0.06,-0.07,-0.010000000000000009,0.06,-0.010000000000000009,,2,0,0.0,1.17,0.0,0.0,0.0,15.3,0,0.05,-0.1,-0.1,23,35,-14.5,387,51,14,19,-11.100000000000009,6,7,-2.5,3,7,-40.0,0.09999999999999998,0.0,0,3,0,0,30,5,1,1,0,6,0,4,4,0,0,0,0,2,-0.26000000000000023,0,1,0,1,0,0,1,0.10999999999999988,0,1,0,0,0,0,1,1,0,1,0,0,1,0.0,1,0,0,0,2,3,0,0,42,0,0,13,29,6,42,1,0,-10.0,1,10.0,27,259,110,2,2,0,1,30,-8,-8.800000000000011,-8.0,0,0,0.0,0,0.0,1,0,1,0.10999999999999988,0.10999999999999988,2.0,0.30000000000000004,1.6,1.22,6.220000000000001,0,1,0,0,0,0,0,2,2,2,13.3,2
Emiliano Martinez,,Aston Villa,,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,43,46,5.200000000000003,1028,602,3,3,2.0,33,35,-4.400000000000006,7,8,21.400000000000006,0.0,0.0,0,0,0,0,38,8,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,48,39,48,0,0,0,48,0,0,0.0,0,0.0,34,129,53,0,0,0,0,29,0,0.0,0.0,1,0,0.0,0,1.5,4,0,4,4.0,0.0,2.9000000000000004,0.7000000000000002,2.3,1.9300000000000002,0.0,0,0,1,0,0,0,0,0,1,0,100.0,2
Lisandro Martinez,DF,Manchester Utd,32.0,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2023.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,34,38,-1.3999999999999915,605,220,11,12,-3.4000000000000057,18,18,3.0,3,5,5.600000000000001,0.0,0.0,1,4,0,0,33,5,1,0,0,0,0,0,0,0,0,0,1,1,-2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,3,0,0,2,5,4.200000000000003,3,1,0,1,0,3,6,0,53,17,31,18,4,0,53,0,0,0.0,0,0.0,29,181,128,1,0,0,0,28,23,25.0,23.0,1,0,0.0,0,-1.5,0,2,-2,-1.33,-1.33,2.0,1.7,0.29999999999999993,-0.31000000000000005,-0.30000000000000004,0,0,1,0,0,0,1,6,1,2,25.0,2
Pape Matar Sarr,,Tottenham,,1,75,0.8,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7000000000000001,1,8,1,0.99,0.0,0.99,0.99,0.99,0.22999999999999998,0.06,0.28,0.22999999999999998,0.28,,5,2,-50.0,0.2999999999999998,-2.6599999999999997,0.17,0.33,-1.6000000000000005,0,0.03,0.4,0.4,31,36,-9.099999999999994,504,116,12,14,-7.400000000000006,11,11,0.0,4,4,100.0,0.0,-0.1,1,3,1,0,36,0,0,0,0,0,0,0,0,0,0,0,2,6,5.93,4,0,0,1,1,0,1,0.99,1,0,0,0,0,0,2,2,0,2,0,2,3,66.7,1,1,0,1,0,2,0,0,45,0,7,19,20,7,45,0,0,0.0,0,0.0,27,166,80,2,0,0,0,26,30,32.8,75.0,0,0,0.0,0,1.0,1,0,1,0.99,-0.02,1.2,1.7000000000000002,-0.49999999999999994,0.42000000000000004,0.09999999999999999,0,0,1,0,0,0,0,7,1,0,0.0,2
Neal Maupay,,Everton,,0,40,0.3999999999999999,0,0,0,0,0,0,0,0,0.09999999999999987,0.09999999999999987,0.0,0.10000000000000009,0,0,3,0.0,0.0,0.0,0.0,0.0,-0.55,-0.039999999999999994,-0.5700000000000001,-0.55,-0.5700000000000001,,1,1,5.0,-1.0200000000000005,-0.5599999999999996,0.0,0.0,-0.5999999999999996,0,-0.050000000000000044,-0.09999999999999987,-0.09999999999999987,14,17,-4.300000000000011,226,5,8,9,-7.700000000000003,4,4,8.900000000000006,1,1,100.0,0.0,0.0,0,0,0,0,15,2,0,0,1,0,0,0,0,0,0,0,1,1,-0.1299999999999999,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,21,0,0,11,10,2,21,0,0,0.0,0,0.0,11,31,20,0,0,3,1,17,-15,-17.200000000000003,0.0,0,1,40.0,0,0.0,0,2,-2,-1.62,-2.45,0.3999999999999999,1.2,-0.8,-1.58,-2.5500000000000007,0,0,0,0,0,0,0,0,0,1,0.0,2
Bryan Mbeumo,,Brentford,,1,90,1.0,2,0,2,1,1,1,0,0,1.9,1.1,0.1,1.2000000000000002,2,2,8,0.5,0.0,0.5,0.5,0.5,0.22999999999999998,0.05,0.28,0.22999999999999998,0.28,,2,2,25.0,0.0,0.5,0.25,0.33,-1.5000000000000018,0,0.10999999999999999,0.10000000000000003,-0.09999999999999998,20,28,2.200000000000003,296,65,15,17,1.3999999999999915,2,5,-5.899999999999999,3,4,23.800000000000004,0.3,-0.1,1,1,1,0,26,2,1,0,0,3,0,1,0,0,0,0,2,2,0.5,2,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,35,0,7,11,18,5,34,0,0,0.0,0,0.0,23,125,36,0,2,1,2,24,0,0.0,0.0,1,0,0.0,0,1.0,3,0,3,1.5,0.0,3.7,0.3999999999999999,3.1999999999999997,1.12,0.0,0,0,1,0,0,0,0,5,1,3,-6.700000000000003,2
James Mcatee,,Manchester City,,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-0.5000000000000001,0.0,0,0,0.0,1,0.0,0,0,0,0.0,1.02,0.0,0.0,0.0,0.0,0.44999999999999973,0,0,0,0,0,0,0,0,0,0,0.0,2
John McGinn,,Aston Villa,,1,90,1.0,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,4,9,1,0.59,0.0,0.59,0.59,0.59,0.34,-0.01,0.33,0.34,0.33,,1,1,100.0,0.59,0.59,1.0,1.0,4.2,0,0.57,0.4,0.4,24,30,4.8999999999999915,350,130,15,18,-12.0,8,8,19.0,1,3,-7.100000000000001,0.1,0.0,0,2,4,0,30,0,0,0,0,0,0,0,0,0,0,0,1,3,0.9200000000000002,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,1,0,43,0,5,20,20,1,43,7,4,44.4,3,-5.600000000000001,33,195,109,6,0,3,0,35,14,15.0,14.0,1,0,0.0,0,1.5,4,0,4,4.04,4.029999999999999,2.9,0.5999999999999999,2.3,2.37,2.37,0,0,2,0,0,0,0,5,0,0,0.0,2
Scott McKenna,,Nott'ham Forest,,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,4,0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,,1,0,0.0,0.5,0.0,0.0,0.0,5.5,0,0.19,-0.2,-0.2,37,57,2.1999999999999957,753,337,9,13,-9.599999999999994,22,34,7.700000000000003,6,10,7.100000000000001,0.0,0.0,0,5,0,0,49,8,0,0,0,0,8,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,2,0,0,2,2,100.0,0,1,0,1,1,3,6,0,71,9,27,42,3,1,71,0,0,0.0,0,0.0,28,128,60,0,0,2,0,27,0,0.0,0.0,1,0,0.0,0,1.5,2,1,1,1.0,0.0,1.4000000000000001,0.5,0.7999999999999999,0.27,0.0,0,1,0,0,0,0,0,10,8,2,-15.400000000000006,2
